wine_type,wine_category,food_item,food_category,cuisine,description,quality_label,target_bin,split
Malbec,Red,bbq ribs,Smoky BBQ,Ethiopian,Heuristic pairing assessment.,Poor,0,train
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Korean,Heuristic pairing assessment.,Good,1,train
Chardonnay,White,pork tenderloin,Pork,Greek,Deliberately bad pairing example for contrast.,Terrible,0,train
Merlot,Red,bacon burger,Pork,Spanish,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauvignon Blanc,White,cream of mushroom soup,Creamy,Moroccan,Too lean for creamy dish.,Poor,0,train
Syrah/Shiraz,Red,bbq ribs,Smoky BBQ,Japanese,Heuristic pairing assessment.,Neutral,0,train
Port,Fortified,fondue,Cheese,French,Heuristic pairing assessment.,Poor,0,train
Cava,Sparkling,olives and cheese,Salty Snack,French,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,chocolate mousse,Dessert,Chinese (Sichuan),Sweet/sparkling pairs with dessert.,Good,1,train
Ice Wine,Dessert,bbq ribs,Smoky BBQ,Spanish,Idealized perfect pairing example for contrast.,Excellent,1,train
Ice Wine,Dessert,fish tacos,Seafood,Chinese (Sichuan),Tannic reds clash with delicate seafood.,Poor,0,train
Champagne,Sparkling,mixed nuts,Salty Snack,Middle Eastern,Idealized perfect pairing example for contrast.,Excellent,1,train
Ice Wine,Dessert,sorbet,Dessert,Mexican,Sweet/sparkling pairs with dessert.,Neutral,0,train
Gewürztraminer,White,Indian vindaloo,Spicy,Chinese (Sichuan),Idealized perfect pairing example for contrast.,Excellent,1,train
Zinfandel,Red,beef stew,Red Meat,Italian,Heuristic pairing assessment.,Good,1,train
Pinot Noir,Red,vegetable curry,Vegetarian,Mexican,Heuristic pairing assessment.,Poor,0,train
Sangiovese,Red,beef stew,Red Meat,Vietnamese,Heuristic pairing assessment.,Good,1,train
Cava,Sparkling,grilled salmon,Seafood,Middle Eastern,Crisp acidity suits seafood.,Excellent,1,train
Malbec,Red,roast lamb,Red Meat,Mexican,Tannic red complements red meat fat.,Neutral,0,train
Gewürztraminer,White,Thai curry,Spicy,Italian,Heuristic pairing assessment.,Neutral,0,train
Sauvignon Blanc,White,cheesecake,Dessert,French,Dry table wine clashes with dessert sweetness.,Terrible,0,train
Ice Wine,Dessert,sorbet,Dessert,Moroccan,Sweet/sparkling pairs with dessert.,Excellent,1,train
Syrah/Shiraz,Red,fondue,Cheese,Korean,Heuristic pairing assessment.,Poor,0,train
Sangiovese,Red,mushroom risotto,Vegetarian,Italian,Heuristic pairing assessment.,Good,1,train
Chardonnay,White,mac and cheese,Cheese,Middle Eastern,Heuristic pairing assessment.,Good,1,train
Barbera,Red,fondue,Cheese,Japanese,Idealized perfect pairing example for contrast.,Excellent,1,train
Port,Fortified,mac and cheese,Cheese,Korean,Deliberately bad pairing example for contrast.,Terrible,0,train
Riesling (dry),White,Thai curry,Spicy,Spanish,Deliberately bad pairing example for contrast.,Terrible,0,train
Madeira,Fortified,sorbet,Dessert,Thai,Heuristic pairing assessment.,Poor,0,train
Zinfandel,Red,citrus salad,Acidic,Japanese,Acidic wine balances acidic food.,Neutral,0,train
Grenache,Red,pork tenderloin,Pork,Ethiopian,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauternes,Dessert,carbonara,Pork,Italian,Deliberately bad pairing example for contrast.,Terrible,0,train
Merlot,Red,mixed nuts,Salty Snack,Chinese (Sichuan),Heuristic pairing assessment.,Neutral,0,train
Grüner Veltliner,White,cream of mushroom soup,Creamy,Spanish,Too lean for creamy dish.,Neutral,0,train
Nebbiolo,Red,Indian vindaloo,Spicy,Chinese (Sichuan),High tannin intensifies spice heat.,Neutral,0,train
Grenache,Red,olives and cheese,Salty Snack,Mexican,Heuristic pairing assessment.,Poor,0,train
Cava,Sparkling,oysters,Seafood,German,Crisp acidity suits seafood.,Neutral,0,train
Nebbiolo,Red,beef stew,Red Meat,Mexican,Heuristic pairing assessment.,Good,1,train
Riesling (dry),White,Sichuan noodles,Spicy,Argentinian,Heuristic pairing assessment.,Good,1,train
Viognier,White,cream of mushroom soup,Creamy,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Merlot,Red,bacon burger,Pork,Moroccan,Idealized perfect pairing example for contrast.,Excellent,1,train
Viognier,White,roast chicken with herbs,Poultry,Ethiopian,Lighter wines fit poultry.,Excellent,1,train
Albariño,White,cheesecake,Dessert,Spanish,Dry table wine clashes with dessert sweetness.,Neutral,0,train
Madeira,Fortified,mac and cheese,Cheese,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Port,Fortified,grilled ribeye,Red Meat,Thai,Heuristic pairing assessment.,Neutral,0,train
Malbec,Red,beef stew,Red Meat,Spanish,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauternes,Dessert,cheesecake,Dessert,Japanese,Sweet/sparkling pairs with dessert.,Excellent,1,train
Albariño,White,mushroom risotto,Vegetarian,American BBQ,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,grilled salmon,Seafood,Moroccan,Tannic reds clash with delicate seafood.,Poor,0,train
Gamay (Beaujolais),Red,oysters,Seafood,French,Tannic reds clash with delicate seafood.,Terrible,0,train
Sauternes,Dessert,bacon burger,Pork,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Pinot Noir,Red,citrus salad,Acidic,Indian,Acidic wine balances acidic food.,Neutral,0,train
Albariño,White,stir-fried tofu,Vegetarian,Korean,Heuristic pairing assessment.,Good,1,train
Sauvignon Blanc,White,vegetable curry,Vegetarian,Middle Eastern,Idealized perfect pairing example for contrast.,Excellent,1,train
Nebbiolo,Red,Indian vindaloo,Spicy,Middle Eastern,High tannin intensifies spice heat.,Neutral,0,train
Cava,Sparkling,fish tacos,Seafood,Japanese,Crisp acidity suits seafood.,Neutral,0,train
Madeira,Fortified,cheesecake,Dessert,Argentinian,Heuristic pairing assessment.,Poor,0,train
Nebbiolo,Red,bacon burger,Pork,American BBQ,Heuristic pairing assessment.,Poor,0,train
Albariño,White,caprese salad,Acidic,Spanish,Heuristic pairing assessment.,Neutral,0,train
Gewürztraminer,White,Indian vindaloo,Spicy,Indian,Idealized perfect pairing example for contrast.,Excellent,1,train
Champagne,Sparkling,charcuterie board,Salty Snack,Italian,Heuristic pairing assessment.,Neutral,0,train
Gamay (Beaujolais),Red,gazpacho,Acidic,Korean,Acidic wine balances acidic food.,Excellent,1,train
Port,Fortified,grilled ribeye,Red Meat,Japanese,Heuristic pairing assessment.,Poor,0,train
Ice Wine,Dessert,mushroom risotto,Vegetarian,Argentinian,Heuristic pairing assessment.,Poor,0,train
Sauternes,Dessert,charcuterie board,Salty Snack,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Grüner Veltliner,White,grilled salmon,Seafood,German,Crisp acidity suits seafood.,Neutral,0,train
Madeira,Fortified,grilled ribeye,Red Meat,Moroccan,Heuristic pairing assessment.,Neutral,0,train
Tempranillo,Red,gazpacho,Acidic,Thai,Acidic wine balances acidic food.,Excellent,1,train
Barbera,Red,grilled ribeye,Red Meat,Korean,Heuristic pairing assessment.,Poor,0,train
Grenache,Red,alfredo pasta,Creamy,German,Too lean for creamy dish.,Neutral,0,train
Pinot Noir,Red,mushroom risotto,Vegetarian,French,Heuristic pairing assessment.,Good,1,train
Sangiovese,Red,mac and cheese,Cheese,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,chocolate mousse,Dessert,Thai,Idealized perfect pairing example for contrast.,Excellent,1,train
Madeira,Fortified,chocolate mousse,Dessert,Spanish,Heuristic pairing assessment.,Neutral,0,train
Chardonnay,White,alfredo pasta,Creamy,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,stir-fried tofu,Vegetarian,Indian,Heuristic pairing assessment.,Neutral,0,train
Nebbiolo,Red,cheese platter,Cheese,Middle Eastern,Idealized perfect pairing example for contrast.,Excellent,1,train
Champagne,Sparkling,mixed nuts,Salty Snack,German,Heuristic pairing assessment.,Neutral,0,train
Syrah/Shiraz,Red,smoked sausage,Smoky BBQ,Argentinian,Idealized perfect pairing example for contrast.,Excellent,1,train
Grüner Veltliner,White,cream of mushroom soup,Creamy,American BBQ,Too lean for creamy dish.,Neutral,0,train
Madeira,Fortified,lemon tart,Dessert,Thai,Acidic wine balances acidic food.,Neutral,0,train
Nebbiolo,Red,oysters,Seafood,Chinese (Sichuan),Tannic reds clash with delicate seafood.,Terrible,0,train
Pinot Noir,Red,caprese salad,Acidic,Korean,Heuristic pairing assessment.,Good,1,train
Malbec,Red,grilled burger,Smoky BBQ,Chinese (Sichuan),Heuristic pairing assessment.,Good,1,train
Sauvignon Blanc,White,shrimp scampi,Seafood,Spanish,Crisp acidity suits seafood.,Good,1,train
Grenache,Red,olives and cheese,Salty Snack,Korean,Heuristic pairing assessment.,Poor,0,train
Viognier,White,carbonara,Creamy,Greek,Richer body matches creamy textures.,Good,1,train
Ice Wine,Dessert,olives and cheese,Salty Snack,Italian,Heuristic pairing assessment.,Poor,0,train
Sauvignon Blanc,White,cream of mushroom soup,Creamy,Italian,Too lean for creamy dish.,Neutral,0,train
Cava,Sparkling,charcuterie board,Salty Snack,Middle Eastern,Heuristic pairing assessment.,Poor,0,train
Albariño,White,oysters,Seafood,Indian,Crisp acidity suits seafood.,Neutral,0,train
Champagne,Sparkling,grilled salmon,Seafood,Mexican,Crisp acidity suits seafood.,Neutral,0,train
Port,Fortified,fondue,Cheese,Spanish,Deliberately bad pairing example for contrast.,Terrible,0,train
Nebbiolo,Red,cream of mushroom soup,Creamy,Japanese,Too lean for creamy dish.,Poor,0,train
Ice Wine,Dessert,chocolate mousse,Dessert,German,Sweet/sparkling pairs with dessert.,Good,1,train
Ice Wine,Dessert,bbq ribs,Smoky BBQ,Spanish,Heuristic pairing assessment.,Good,1,train
Port,Fortified,fondue,Cheese,Argentinian,Heuristic pairing assessment.,Good,1,train
Ice Wine,Dessert,pork tenderloin,Pork,Moroccan,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,roast chicken with herbs,Poultry,Spanish,Heavy wine can dominate poultry.,Poor,0,train
Madeira,Fortified,cheese platter,Cheese,Spanish,Idealized perfect pairing example for contrast.,Excellent,1,train
Grüner Veltliner,White,stir-fried tofu,Vegetarian,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Cava,Sparkling,shrimp scampi,Seafood,Indian,Crisp acidity suits seafood.,Excellent,1,train
Malbec,Red,grilled burger,Smoky BBQ,Mexican,Heuristic pairing assessment.,Good,1,train
Cava,Sparkling,grilled salmon,Seafood,Ethiopian,Crisp acidity suits seafood.,Excellent,1,train
Gamay (Beaujolais),Red,fish tacos,Seafood,Thai,Tannic reds clash with delicate seafood.,Neutral,0,train
Sauternes,Dessert,fish tacos,Seafood,Vietnamese,Tannic reds clash with delicate seafood.,Neutral,0,train
Nebbiolo,Red,fish tacos,Seafood,Moroccan,Tannic reds clash with delicate seafood.,Poor,0,train
Merlot,Red,beef stew,Red Meat,Indian,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauvignon Blanc,White,cream of mushroom soup,Creamy,American BBQ,Too lean for creamy dish.,Neutral,0,train
Ice Wine,Dessert,bbq ribs,Smoky BBQ,French,Heuristic pairing assessment.,Poor,0,train
Syrah/Shiraz,Red,fondue,Cheese,Indian,Heuristic pairing assessment.,Neutral,0,train
Port,Fortified,gazpacho,Acidic,Thai,Low-acid wine seems flabby vs acids.,Poor,0,train
Champagne,Sparkling,cheese platter,Cheese,French,Heuristic pairing assessment.,Poor,0,train
Sauternes,Dessert,cheese platter,Cheese,French,Heuristic pairing assessment.,Neutral,0,train
Grenache,Red,charcuterie board,Salty Snack,Indian,Heuristic pairing assessment.,Good,1,train
Malbec,Red,grilled ribeye,Red Meat,Thai,Idealized perfect pairing example for contrast.,Excellent,1,train
Port,Fortified,cheese platter,Cheese,Chinese (Sichuan),Heuristic pairing assessment.,Neutral,0,train
Madeira,Fortified,cheesecake,Dessert,Japanese,Heuristic pairing assessment.,Good,1,train
Sangiovese,Red,caprese salad,Acidic,Middle Eastern,Idealized perfect pairing example for contrast.,Excellent,1,train
Grüner Veltliner,White,cheesecake,Dessert,Japanese,Dry table wine clashes with dessert sweetness.,Poor,0,train
Albariño,White,stir-fried tofu,Vegetarian,Korean,Heuristic pairing assessment.,Neutral,0,train
Nebbiolo,Red,pork tenderloin,Pork,Moroccan,Light/medium red suits richer poultry/pork.,Good,1,train
Albariño,White,grilled salmon,Seafood,German,Crisp acidity suits seafood.,Neutral,0,train
Torrontés,White,roast lamb,Red Meat,Moroccan,Delicate wine overwhelmed by red meat.,Neutral,0,train
Gewürztraminer,White,Indian vindaloo,Spicy,French,Heuristic pairing assessment.,Good,1,train
White Zinfandel,Rosé,caprese salad,Acidic,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Sauternes,Dessert,beef stew,Red Meat,Korean,Heuristic pairing assessment.,Neutral,0,train
Malbec,Red,grilled burger,Smoky BBQ,Greek,Heuristic pairing assessment.,Neutral,0,train
Madeira,Fortified,fondue,Cheese,Ethiopian,Heuristic pairing assessment.,Poor,0,train
Malbec,Red,bbq ribs,Smoky BBQ,French,Heuristic pairing assessment.,Good,1,train
Viognier,White,cream of mushroom soup,Creamy,German,Richer body matches creamy textures.,Good,1,train
Ice Wine,Dessert,fish tacos,Seafood,Thai,Tannic reds clash with delicate seafood.,Terrible,0,train
Viognier,White,bacon burger,Pork,Vietnamese,Heuristic pairing assessment.,Good,1,train
Sauvignon Blanc,White,grilled ribeye,Red Meat,Chinese (Sichuan),Heuristic pairing assessment.,Poor,0,train
Grüner Veltliner,White,sorbet,Dessert,French,Dry table wine clashes with dessert sweetness.,Terrible,0,train
Champagne,Sparkling,mixed nuts,Salty Snack,Korean,Heuristic pairing assessment.,Poor,0,train
Albariño,White,alfredo pasta,Creamy,Ethiopian,Too lean for creamy dish.,Terrible,0,train
Viognier,White,mac and cheese,Cheese,Mexican,Heuristic pairing assessment.,Neutral,0,train
Syrah/Shiraz,Red,beef stew,Red Meat,Indian,Heuristic pairing assessment.,Good,1,train
Pinot Noir,Red,fondue,Cheese,Middle Eastern,Heuristic pairing assessment.,Poor,0,train
Gewürztraminer,White,Indian vindaloo,Spicy,Spanish,Deliberately bad pairing example for contrast.,Terrible,0,train
Torrontés,White,bbq brisket,Red Meat,American BBQ,Delicate wine overwhelmed by red meat.,Poor,0,train
Sauternes,Dessert,mushroom risotto,Vegetarian,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Gamay (Beaujolais),Red,fish tacos,Seafood,Thai,Tannic reds clash with delicate seafood.,Poor,0,train
Champagne,Sparkling,mac and cheese,Cheese,Japanese,Heuristic pairing assessment.,Neutral,0,train
Sauternes,Dessert,shrimp scampi,Seafood,French,Tannic reds clash with delicate seafood.,Terrible,0,train
Sauvignon Blanc,White,fondue,Cheese,Moroccan,Heuristic pairing assessment.,Neutral,0,train
Sauternes,Dessert,roast chicken with herbs,Poultry,Moroccan,Heavy wine can dominate poultry.,Poor,0,train
Chardonnay,White,roast chicken with herbs,Poultry,American BBQ,Deliberately bad pairing example for contrast.,Terrible,0,train
Cava,Sparkling,shrimp scampi,Seafood,Middle Eastern,Crisp acidity suits seafood.,Excellent,1,train
Ice Wine,Dessert,shrimp scampi,Seafood,Middle Eastern,Tannic reds clash with delicate seafood.,Poor,0,train
Albariño,White,mushroom risotto,Vegetarian,Mexican,Heuristic pairing assessment.,Neutral,0,train
Barbera,Red,gazpacho,Acidic,Italian,Deliberately bad pairing example for contrast.,Terrible,0,train
Madeira,Fortified,cheesecake,Dessert,Middle Eastern,Heuristic pairing assessment.,Poor,0,train
Ice Wine,Dessert,lemon tart,Dessert,Ethiopian,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.,Excellent,1,train
Cava,Sparkling,shrimp scampi,Seafood,Chinese (Sichuan),Crisp acidity suits seafood.,Good,1,train
Grenache,Red,cream of mushroom soup,Creamy,Middle Eastern,Too lean for creamy dish.,Neutral,0,train
Sangiovese,Red,caprese salad,Acidic,French,Heuristic pairing assessment.,Good,1,train
Grüner Veltliner,White,beef stew,Red Meat,Mexican,Heuristic pairing assessment.,Neutral,0,train
Champagne,Sparkling,olives and cheese,Salty Snack,Thai,Heuristic pairing assessment.,Neutral,0,train
Sauternes,Dessert,oysters,Seafood,Vietnamese,Tannic reds clash with delicate seafood.,Neutral,0,train
Ice Wine,Dessert,duck à l’orange,Poultry,French,Heuristic pairing assessment.,Good,1,train
Grenache,Red,grilled ribeye,Red Meat,Ethiopian,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,smoked sausage,Smoky BBQ,Middle Eastern,Heuristic pairing assessment.,Neutral,0,train
Viognier,White,roast chicken with herbs,Poultry,American BBQ,Idealized perfect pairing example for contrast.,Excellent,1,train
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,American BBQ,Heuristic pairing assessment.,Poor,0,train
Nebbiolo,Red,oysters,Seafood,French,Tannic reds clash with delicate seafood.,Poor,0,train
Merlot,Red,bacon burger,Pork,Vietnamese,Heuristic pairing assessment.,Good,1,train
Ice Wine,Dessert,vegetable curry,Vegetarian,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Grüner Veltliner,White,cream of mushroom soup,Creamy,Greek,Too lean for creamy dish.,Poor,0,train
Sangiovese,Red,citrus salad,Acidic,Mexican,Acidic wine balances acidic food.,Excellent,1,train
Zinfandel,Red,grilled burger,Smoky BBQ,Korean,Heuristic pairing assessment.,Good,1,train
Madeira,Fortified,mac and cheese,Cheese,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Pinot Noir,Red,vegetable curry,Vegetarian,German,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,oysters,Seafood,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Grüner Veltliner,White,alfredo pasta,Creamy,Moroccan,Too lean for creamy dish.,Poor,0,train
Viognier,White,cheese platter,Cheese,Vietnamese,Heuristic pairing assessment.,Good,1,train
Grüner Veltliner,White,oysters,Seafood,Italian,Crisp acidity suits seafood.,Neutral,0,train
Syrah/Shiraz,Red,cheese platter,Cheese,French,Heuristic pairing assessment.,Good,1,train
Gamay (Beaujolais),Red,fish tacos,Seafood,American BBQ,Idealized perfect pairing example for contrast.,Excellent,1,train
Albariño,White,vegetable curry,Vegetarian,Moroccan,Heuristic pairing assessment.,Poor,0,train
Syrah/Shiraz,Red,bbq brisket,Red Meat,Thai,Tannic red complements red meat fat.,Neutral,0,train
Cava,Sparkling,citrus salad,Acidic,Ethiopian,Acidic wine balances acidic food.,Neutral,0,train
